ko,source,metabolism,path,description
K01854,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K01854  glf; UDP-galactopyranose mutase [EC:5.4.99.9]
K17716,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K17716  capD; UDP-glucose 4-epimerase [EC:5.1.3.2]
K08679,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K08679  GAE, cap1J; UDP-glucuronate 4-epimerase [EC:5.1.3.6]"
K18677,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K18677  GALAK; galacturonokinase [EC:2.7.1.44]
K13648,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K13648  GAUT; alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]"
K02793,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K02793  manXa; mannose PTS system EIIA component [EC:2.7.1.191]
K02794,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K02794  manX; mannose PTS system EIIAB component [EC:2.7.1.191]
K02795,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K02795  manY; mannose PTS system EIIC component
K02796,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K02796  manZ; mannose PTS system EIID component
K17497,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K17497  PMM; phosphomannomutase [EC:5.4.2.8]
K01840,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K01840  manB; phosphomannomutase [EC:5.4.2.8]
K16881,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K16881  K16881; mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]
K00966,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K00966  GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
K00971,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K00971  manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
K16011,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K16011  algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]"
K01711,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K01711  gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]"
K15856,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K15856  rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]
K22252,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K22252  tld; GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135]
K13010,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K13010  per, rfbE; perosamine synthetase [EC:2.6.1.102]"
K17939,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K17939  perB, wbdR; GDP-perosamine N-acetyltransferase [EC:2.3.1.227]"
K01809,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K01809  manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]"
K10046,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K10046  GME; GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]"
K00066,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K00066  algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]
K05305,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K05305  FUK; fucokinase [EC:2.7.1.52]
K00976,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K00976  FPGT; fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]
K02377,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K02377  TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]"
K00978,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K00978  rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]
K01709,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K01709  rfbG; CDP-glucose 4,6-dehydratase [EC:4.2.1.45]"
K12452,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K12452  ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]"
K00523,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K00523  ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]"
K12453,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K12453  rfbS; CDP-paratose synthetase [EC:1.1.1.342]
K12454,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K12454  rfbE; CDP-paratose 2-epimerase [EC:5.1.3.10]
K12455,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K12455  rfbJ; CDP-abequose synthase [EC:1.1.1.341]
K19632,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K19632  rfbJ; CDP-abequose synthase [EC:1.1.1.341]
K15857,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K15857  ascE; CDP-3, 6-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase [EC:5.1.-.-]"
K15858,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"D      K15858  ascF; CDP-3, 6-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase [EC:1.1.1.-]"
K00975,sugar,B  09101 Carbohydrate metabolism,C    00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],D      K00975  glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
K01647,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01647  CS, gltA; citrate synthase [EC:2.3.3.1]"
K01648,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01648  ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
K15230,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K15230  aclA; ATP-citrate lyase alpha-subunit [EC:2.3.3.8]
K15231,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K15231  aclB; ATP-citrate lyase beta-subunit [EC:2.3.3.8]
K05942,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K05942  E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]
K01681,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01681  ACO, acnA; aconitate hydratase [EC:4.2.1.3]"
K01682,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01682  acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
K00031,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00031  IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]"
K00030,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00030  IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K17753,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K17753  HICDH; isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]
K00164,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00164  OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"
K00658,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00658  DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
K00382,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00382  DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]"
K00174,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00174  korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
K00175,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00175  korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"
K00177,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00177  korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"
K00176,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00176  korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"
K01902,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01902  sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K01903,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01903  sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K01899,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01899  LSC1; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]
K01900,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01900  LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]
K18118,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K18118  aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]"
K00234,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00234  SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]"
K00235,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00235  SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]"
K00236,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00236  SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"
K00237,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00237  SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit"
K00239,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00239  sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
K00240,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00240  sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
K00241,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00241  sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"
K00242,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00242  sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit"
K18859,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K18859  sdhD, frdD; succinate dehydrogenase / fumarate reductase, subunit D"
K18860,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K18860  sdhD, frdD; putative succinate dehydrogenase / fumarate reductase, subunit D"
K00244,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00244  frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00245  frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00246  frdC; fumarate reductase subunit C
K00247,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00247  frdD; fumarate reductase subunit D
K01676,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01676  E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]"
K01677,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01677  E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]"
K01678,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01678  E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]"
K01679,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01679  E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"
K01675,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01675  fumD; fumarate hydratase D [EC:4.2.1.2]
K01774,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01774  fumE; fumarate hydratase E [EC:4.2.1.2]
K00025,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00025  MDH1; malate dehydrogenase [EC:1.1.1.37]
K00026,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00026  MDH2; malate dehydrogenase [EC:1.1.1.37]
K00024,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00024  mdh; malate dehydrogenase [EC:1.1.1.37]
K00116,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00116  mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
K01958,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01958  PC, pyc; pyruvate carboxylase [EC:6.4.1.1]"
K01959,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01959  pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]
K01960,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K01960  pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]
K01610,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01610  E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"
K01596,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]"
K00163,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00163  aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
K00161,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00161  PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]"
K00162,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"
K00627,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00627  DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
K13997,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K13997  PDHX; dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
K00169,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00169  porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
K00170,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00170  porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
K00172,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00172  porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]"
K00189,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K00189  vorG, porG; 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]"
K00171,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],D      K00171  porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
K03737,acid,B  09101 Carbohydrate metabolism,C    00020 Citrate cycle (TCA cycle) [PATH:ko00020],"D      K03737  por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]"
K00012,acid,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ko00053],"D      K00012  UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
K12447,acid,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ko00053],D      K12447  USP; UDP-sugar pyrophosphorylase [EC:2.7.7.64]
K16190,acid,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ko00053],D      K16190  GLCAK; glucuronokinase [EC:2.7.1.43]
K00699,acid,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ko00053],D      K00699  UGT; glucuronosyltransferase [EC:2.4.1.17]
K01195,acid,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ko00053],"D      K01195  uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
K14756,acid,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ko00053],D      K14756  KL; klotho [EC:3.2.1.31]
K00469,acid,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ko00053],D      K00469  MIOX; inositol oxygenase [EC:1.13.99.1]
K00002,acid,B  09101 Carbohydrate metabolism,C    00053 Ascorbate and aldarate metabolism [PATH:ko00053],"D      K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
