	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	virsorter_category	auxiliary_score	is_transposon	amg_flags
HP-T1-9_contig.fa_viral_362__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_362__full-cat_2	1	42	1127	-1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_362__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_362__full-cat_2	2	1766	1969	-1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_362__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_362__full-cat_2	3	1966	2229	-1	E																								0	1	4	False	F
HP-T1-9_contig.fa_viral_362__full-cat_2_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_362__full-cat_2	4	2226	2630	-1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_362__full-cat_2_5	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_362__full-cat_2	5	2617	2715	-1	E																								0		5	False	F
HP-T1-9_contig.fa_viral_378__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_378__full-cat_2	1	1	1197	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_378__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_378__full-cat_2	2	1266	2273	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_378__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_378__full-cat_2	3	2373	2678	1	E																								0	1	5	False	F
HP-T1-9_contig.fa_viral_37__full-cat_1_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_37__full-cat_1	1	1	1155	-1	D																Pectate lyase superfamily protein [PF12708.10]								0	1	5	False	F
HP-T1-9_contig.fa_viral_37__full-cat_1_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_37__full-cat_1	2	1172	3508	-1	E			YP_010050428.1	YP_010050428.1 tail length tape measure protein [Arthrobacter phage Sergei]	False	0.229	199.0	1.3340000000000001e-50																0	1	2	False	F
HP-T1-9_contig.fa_viral_37__full-cat_1_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_37__full-cat_1	3	4099	4398	-1	E																								0	2	2	False	F
HP-T1-9_contig.fa_viral_37__full-cat_1_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_37__full-cat_1	4	4407	4847	-1	E																								0	1	2	False	F
HP-T1-9_contig.fa_viral_37__full-cat_1_5	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_37__full-cat_1	5	4852	5844	-1	D			YP_009210637.1	YP_009210637.1 minor tail protein [Pseudomonas phage PaMx28]	False	0.216	63.0	1.566e-09								Phage tail tube protein [PF18906.3]								0	0	3	False	F
HP-T1-9_contig.fa_viral_37__full-cat_1_6	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_37__full-cat_1	6	5848	6030	-1	E																								0	2	2	False	F
HP-T1-9_contig.fa_viral_37__full-cat_1_7	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_37__full-cat_1	7	6045	6485	-1	E																								0	2	2	False	F
HP-T1-9_contig.fa_viral_37__full-cat_1_8	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_37__full-cat_1	8	6485	7312	-1	E																					VOG00699	REFSEQ head-tail adaptor; Xu	Xu	0	1	5	False	F
HP-T1-9_contig.fa_viral_383__full-cat_1_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_383__full-cat_1	1	1	216	1	D																LysM domain [PF01476.23]								0	2	5	False	F
HP-T1-9_contig.fa_viral_383__full-cat_1_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_383__full-cat_1	2	235	1437	-1	C	K16568	exopolysaccharide production protein ExoZ	YP_009007085.1	YP_009007085.1 O-antigen acetylase [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.258	122.0	5.765e-28								Acyltransferase family [PF01757.25]					VOG00121	sp|P21542|CARE_STRTH 4''-mycarosyl isovaleryl-CoA transferase; Xh	Xh	0	0	4	False	F
HP-T1-9_contig.fa_viral_383__full-cat_1_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_383__full-cat_1	3	1540	2091	1	D																Family of unknown function (DUF6318) [PF19843.2]								0	2	4	False	F
HP-T1-9_contig.fa_viral_383__full-cat_1_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_383__full-cat_1	4	2088	3005	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	1	343	666	1	E			YP_009622633.1	YP_009622633.1 HNH endonuclease [Streptomyces phage BillNye]	False	0.571	78.0	1.58e-16																1	1	5	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	2	666	851	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	3	905	1168	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	4	1217	1360	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_5	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	5	1539	1862	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_6	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	6	1859	2068	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_7	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	7	2065	2373	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_8	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	8	2373	3674	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_9	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	9	3966	4439	1	E			YP_009620772.1	YP_009620772.1 HNH endonuclease [Pseudomonas phage nickie]	False	0.529	142.0	4.334e-38													VOG00454	REFSEQ hypothetical protein; Xu	Xu	1	1	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_10	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	10	4494	4745	1	D																LexA DNA binding domain [PF01726.19]; FaeA-like protein [PF04703.15]; Bacterial regulatory protein, arsR family [PF01022.23]; Winged helix-turn-helix DNA-binding [PF13412.9]								0	1	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_11	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	11	4759	5394	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_12	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	12	5391	5666	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_13	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	13	5663	5899	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_14	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	14	5896	6090	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_15	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	15	6087	6599	1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	YP_002564106.1	YP_002564106.1 RuvC-like Holliday junction resolvase [Mycobacterium phage Phlyer]	False	0.368	108.0	7.690000000000001e-26								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]					VOG00053	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0	1	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_16	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	16	6668	7291	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_17	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	17	7665	8300	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_18	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	18	8297	8509	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_386__full-cat_2_19	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_386__full-cat_2	19	8509	8898	1	D			YP_010648355.1	YP_010648355.1 endonuclease [Staphylococcus phage IME1354_01]	False	0.456	67.0	1.364e-12								Staphylococcal nuclease homologue [PF00565.20]					VOG08825	REFSEQ endonuclease; Xu	Xu	0	1	5	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	1	55	276	1	C	K03563	carbon storage regulator														Global regulator protein family [PF02599.19]								0	2	5	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	2	302	637	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	3	647	997	1	E																								1	1	4	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	4	994	1377	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_5	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	5	1557	1748	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_6	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	6	1745	2056	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_7	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	7	2053	2319	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_8	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	8	2324	3529	1	D																Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	4	False	VF
HP-T1-9_contig.fa_viral_390__full-cat_2_9	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	9	3835	4137	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_10	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	10	4200	4892	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_11	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	11	4879	5214	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_390__full-cat_2_12	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_390__full-cat_2	12	5299	5439	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_393__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_393__full-cat_2	1	1	192	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_393__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_393__full-cat_2	2	189	416	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_393__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_393__full-cat_2	3	413	997	1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	YP_009213179.1	YP_009213179.1 RuvC-like Holliday junction resolvase [Streptomyces phage SF3]	False	0.304	88.0	7.766e-19								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]					VOG00053	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0	1	4	False	F
HP-T1-9_contig.fa_viral_393__full-cat_2_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_393__full-cat_2	4	994	1209	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_393__full-cat_2_5	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_393__full-cat_2	5	1206	1721	1	E			YP_010014137.1	YP_010014137.1 cysteine dioxygenase [Mycobacterium phage Reindeer]	False	0.337	76.0	5.779e-15													VOG04201	REFSEQ cysteine dioxygenase; Xu	Xu	0	1	3	False	F
HP-T1-9_contig.fa_viral_393__full-cat_2_6	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_393__full-cat_2	6	1722	2168	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_393__full-cat_2_7	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_393__full-cat_2	7	2165	3151	1	D			YP_010655892.1	YP_010655892.1 DNA helicase/methylase [Arthrobacter phage Auxilium]	False	0.669	440.0	4.2279999999999997e-138								SNF2-related domain [PF00176.26]								0	1	5	False	F
HP-T1-9_contig.fa_viral_394__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_394__full-cat_2	1	1	1536	-1	D																AAA domain [PF13476.9]; RecF/RecN/SMC N terminal domain [PF02463.22]; AAA domain [PF13514.9]					VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xh;Xp	0	1	5	False	F
HP-T1-9_contig.fa_viral_394__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_394__full-cat_2	2	1533	2591	-1	C	K03547	DNA repair protein SbcD/Mre11																						0	1	5	False	F
HP-T1-9_contig.fa_viral_395__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_395__full-cat_2	1	32	1165	-1	C	K14059	integrase	NP_046850.2	NP_046850.2 tyrosine-type recombinase/integrase [Mycobacterium phage D29]	False	0.316	168.0	1.845e-43								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	5	False	VF
HP-T1-9_contig.fa_viral_395__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_395__full-cat_2	2	1168	1716	-1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_395__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_395__full-cat_2	3	1795	1995	1	D																Helix-turn-helix domain [PF12728.10]								0	1	4	False	F
HP-T1-9_contig.fa_viral_395__full-cat_2_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_395__full-cat_2	4	2086	2313	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_395__full-cat_2_5	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_395__full-cat_2	5	2478	2642	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_395__full-cat_2_6	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_395__full-cat_2	6	2639	3109	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_395__full-cat_2_7	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_395__full-cat_2	7	3106	4545	1	E			YP_009018773.1	YP_009018773.1 DNA polymerase/primase [Mycobacterium phage DS6A]	False	0.255	160.0	4.6949999999999995e-40													VOG15591	REFSEQ DNA polymerase/primase; Xu	Xu	0	2	4	False	F
HP-T1-9_contig.fa_viral_395__full-cat_2_8	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_395__full-cat_2	8	4545	4823	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_396__lt2gene-cat_1_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_396__lt2gene-cat_1	1	2	1339	1	E			YP_009611906.1	YP_009611906.1 hypothetical protein FDI40_gp241 [Agrobacterium phage Atu_ph07]	False	0.202	61.0	1.683e-08																0	0	5	False	F
HP-T1-9_contig.fa_viral_396__lt2gene-cat_1_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_396__lt2gene-cat_1	2	1352	2953	1	E			YP_512279.1	YP_512279.1 tail fiber protein [Escherichia phage phiV10]	False	0.439	107.0	1.6639999999999998e-22																0	0	5	False	F
HP-T1-9_contig.fa_viral_399__lt2gene-cat_1_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_399__lt2gene-cat_1	1	3	2966	-1	E			YP_001950015.1	YP_001950015.1 tail sheath [Ralstonia phage phiRSL1]	False	0.317	64.0	8.008e-09																0	0	5	False	F
HP-T1-9_contig.fa_viral_400__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_400__full-cat_2	1	2	400	-1	E																								0	2	5	False	TF
HP-T1-9_contig.fa_viral_400__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_400__full-cat_2	2	1036	2739	-1	D																Transposase DDE domain [PF01609.24]								0	1	5	True	TF
HP-T1-9_contig.fa_viral_401__lt2gene-cat_1_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_401__lt2gene-cat_1	1	2	2533	1	D																Baseplate J-like protein [PF04865.17]								0	0	5	False	F
HP-T1-9_contig.fa_viral_401__lt2gene-cat_1_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_401__lt2gene-cat_1	2	2530	5190	1	E																								0	0	5	False	F
HP-T1-9_contig.fa_viral_40__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_40__full-cat_2	1	3	374	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_40__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_40__full-cat_2	2	539	1459	1	E			YP_009831873.1	YP_009831873.1 hypothetical protein HWB05_gp148 [Streptomyces phage BRock]	False	0.266	107.0	6.022e-24																0	1	4	False	F
HP-T1-9_contig.fa_viral_40__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_40__full-cat_2	3	1509	2498	1	D			YP_009831872.1	YP_009831872.1 major head protein [Streptomyces phage BRock]	False	0.705	482.0	1.426e-152								Protein of unknown function (DUF4043) [PF13252.9]					VOG08005	sp|A0A0H5AXT3|CAPSD_BPK21 Major capsid protein; Xs	Xs	0	1	3	False	VF
HP-T1-9_contig.fa_viral_40__full-cat_2_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_40__full-cat_2	4	2592	2957	1	E			YP_009831871.1	YP_009831871.1 hypothetical protein HWB05_gp146 [Streptomyces phage BRock]	False	0.362	71.0	5.956e-14																0	1	5	False	F
HP-T1-9_contig.fa_viral_41__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_41__full-cat_2	1	2	268	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_41__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_41__full-cat_2	2	373	1233	1	D			YP_010655260.1	YP_010655260.1 putative bifunctional DNA primase/polymerase [Pseudoalteromonas phage vB_PspS-H40/1]	False	0.441	120.0	1.539e-28								Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]								0	2	4	False	F
HP-T1-9_contig.fa_viral_41__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_41__full-cat_2	3	1431	2258	1	D			YP_010059673.1	YP_010059673.1 metallopeptidase domain protein [Gordonia phage Stormageddon]	False	0.31	138.0	1.037e-34								N-terminal domain of anti-restriction factor ArdC [PF08401.14]								0	1	4	False	F
HP-T1-9_contig.fa_viral_41__full-cat_2_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_41__full-cat_2	4	2264	2545	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_41__full-cat_2_5	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_41__full-cat_2	5	2669	3973	1	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein														ParB/Sulfiredoxin domain [PF02195.21]					VOG02385	REFSEQ ParB-like partition protein; Xu	Xu	0	1	5	False	F
HP-T1-9_contig.fa_viral_42__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_42__full-cat_2	1	3	488	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_42__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_42__full-cat_2	2	502	837	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_42__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_42__full-cat_2	3	834	2783	1	D			YP_009831810.1	YP_009831810.1 DNA polymerase [Streptomyces phage BRock]	False	0.35	392.0	2.721e-116								DNA polymerase family A [PF00476.23]; 3'-5' exonuclease [PF01612.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	1	4	False	VF
HP-T1-9_contig.fa_viral_42__full-cat_2_4	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_42__full-cat_2	4	2787	3389	1	E																								0	2	3	False	F
HP-T1-9_contig.fa_viral_42__full-cat_2_5	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_42__full-cat_2	5	3393	4607	1	C	K03553	recombination protein RecA	YP_009831805.1	YP_009831805.1 hypothetical protein HWB05_gp080 [Streptomyces phage BRock]	False	0.398	224.0	2.845e-62								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; KaiC [PF06745.16]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	1	4	False	VF
HP-T1-9_contig.fa_viral_42__full-cat_2_6	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_42__full-cat_2	6	4609	4917	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_42__full-cat_2_7	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_42__full-cat_2	7	4914	4988	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_44__full-cat_2_1	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_44__full-cat_2	1	1	192	1	E																								0	2	5	False	F
HP-T1-9_contig.fa_viral_44__full-cat_2_2	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_44__full-cat_2	2	192	437	1	E																								0	2	4	False	F
HP-T1-9_contig.fa_viral_44__full-cat_2_3	final-viral-combined-for-dramv	HP-T1-9_contig.fa_viral_44__full-cat_2	3	1113	1892	-1	D			YP_010667005.1	YP_010667005.1 endolysin [Gordonia phage Mollymur]	False	0.264	95.0	2.494e-20								D-alanyl-D-alanine carboxypeptidase [PF13539.9]								0	1	4	False	F
